LATIN_NAM,COMMON_NAM,SP_TYPE,HAB_USE,CEREALS,WNTR_CRLS,OILSEED,CORN,SOYBEANS,VEGETABLES,BERRIES,FRUIT_TREE,OTR_CRPS,SOD,PULSES,SUMMF,TAME,IMPAST,UNIMPAST,GRSSHRBWD,ANTHROP,WDLT_PLANT,WD_INTR,WD_NO_INT,SB_TREE,SB_GRS_HRB,RIP_WD,RIP_GRSHRB,RIP_AG,WTLD_W_MRG,WTLD_N_MAR,WTLD_OPWAT,WTLD_PEAT,WT_TS_SWMP,IDLE_LND
Diadophis punctatus,Ring-necked Snake,4,F,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2
Elaphe alleghaniensis,Eastern Ratsnake,4,F,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,2
Elaphe gloydi,Eastern Foxsnake,4,F,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,2
Heterodon platirhinos,Eastern Hog-nosed Snake,4,F,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,2,2,2,2,2,2,0,3,0,2,0,0,2
Lampropeltis triangulum,Milksnake,4,F,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
Storeria dekayi,Dekay's Brownsnake,4,F,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,2
Storeria occipitomaculata,Red-bellied Snake,4,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,2,2,2,1,0,0,2,0,0,2,2,2
Thamnophis butleri,Butler's Gartersnake,4,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,0,1,0,1,0,0,2
Thamnophis sauritus,Eastern Ribbonsnake,4,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,2,0,0,2,2,2
Thamnophis sirtalis,Common Gartersnake,4,F,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2
Opheodrys vernalis,Smooth Green Snake,4,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,2,0,2,0,0,0,0,2
Sistrurus catenatus,Massasauga,4,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,2,2,0,2,0,2,2,2,2
Buteo lagopus,Rough-legged Hawk,1,F,2,2,2,2,2,2,2,3,3,3,2,2,1,1,1,2,3,3,0,3,2,2,3,2,2,1,0,0,2,3,1
Tympanuchus phasianellus,Sharp-tailed Grouse,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,2,0,0,0,0,0,0,1,0,1
Lanius ludovicianus,Loggerhead Shrike,1,F,3,3,3,3,3,3,3,3,3,0,3,0,3,2,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1
Vireo griseus,White-eyed Vireo,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,2,0,0,0,0,0,0,2,1
Icteria virens,Yellow-breasted Chat,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,2,0,0,0,0,0,0,0,1
Pipilo erythrophthalmus,Eastern Towhee,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1
Spizella pallida,Clay-colored Sparrow,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,1
Spizella pusilla,Field Sparrow,1,F,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,2,0,3,3,0,0,0,0,0,0,0,0,0,1
Passerculus sandwichensis,Savannah Sparrow,1,F,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2,2,2,0,0,0,0,2,0,2,0,2,2,0,2,0,1
Ammodramus henslowii,Henslow's Sparrow,1,F,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1
Ammodramus leconteii,Le Conte's Sparrow,1,F,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,2,0,2,0,1,0,0,0,3,1
Dolichonyx oryzivorus,Bobolink,1,F,2,2,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1
Zapus hudsonius,Meadow Jumping Mouse,2,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,2,0,1,0,1,0,0,0,2,1
Taxidea taxus,American Badger,2,F,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,2,2,2,2,2,0,0,0,0,0,0,0,1
Necturus maculosus,Mudpuppy,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambystoma jeffersonianum,Jefferson's Salamander,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambystoma laterale,Blue-spotted Salamander,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambystoma maculatum,Spotted Salamander,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desmognathus fuscus,Northern Dusky Slamander,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eurycea bislineata,Northern Two-lined Salamander,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hemidactylium scutatum,Four-toed Salamander,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plethodon cinereus,Red-backed Salamander,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Notophthalmus viridescens,Eastern Newt,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bufo americanus,American Toad,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bufo fowleri,Fowler's Toad,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acris crepitans,Northern Cricket Frog,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyla versicolor,Gray Treefrog,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudacris triseriata,Western Chorus Frog,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudacris crucifer,Spring Peeper,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rana catesbeiana,Bullfrog,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rana clamitans,Green Frog,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rana palustris,Pickerel Frog,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rana pipiens,Northern Leopard Frog,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rana septentrionalis,Mink Frog,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rana sylvatica,Wood Frog,3,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavia immer,Common Loon,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,0,0
Podilymbus podiceps,Pied-billed Grebe,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0
Podiceps grisegena,Red-necked Grebe,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phalacrocorax auritus,Double-crested Cormorant,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,3,0
Botaurus lentiginosus,American Bittern,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ixobrychus exilis,Least Bittern,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butorides virescens,Green Heron,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nycticorax nycticorax,Black-crowned Night-Heron,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,2,0,0,0,0,0,0,1,0
Cygnus columbianus,Tundra Swan,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aix sponsa,Wood Duck,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,2,1,0
Anas crecca,Green-winged Teal,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0
Anas rubripes,American Black Duck,1,L,3,3,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,2,0
Anas platyrhynchos,Mallard,1,L,2,2,2,2,2,2,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,2,2,2,2,0
Anas acuta,Northern Pintail,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Anas clypeata,Northern Shoveler,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,2,0,0,0
Anas strepera,Gadwall,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,0
Anas americana,American Wigeon,1,L,3,3,3,3,3,3,0,0,3,3,3,3,0,3,3,2,0,0,0,0,0,0,2,2,2,2,2,1,3,3,0
Aythya americana,Redhead,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,0,1,0,0,0
Aythya collaris,Ring-necked Duck,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,2,2,2,2,0
Aythya marila,Greater Scaup,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aythya affinis,Lesser Scaup,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,3,1,0,0,0
Bucephala clangula,Common Goldeneye,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bucephala albeola,Bufflehead,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lophodytes cucullatus,Hooded Merganser,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,0
Mergus merganser,Common Merganser,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,1,0,0,0
Mergus serrator,Red-breasted Merganser,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,1,0,0,0
Oxyura jamaicensis,Ruddy Duck,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,2,1,0,0,0
Pandion haliaetus,Osprey,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accipiter striatus,Sharp-shinned Hawk,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accipiter cooperii,Cooper's Hawk,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accipiter gentilis,Northern Goshawk,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buteo lineatus,Red-shouldered Hawk,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buteo platypterus,Broad-winged Hawk,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,2,0,0,0,0,0,3,2,0
Falco sparverius,American Kestrel,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falco columbarius,Merlin,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falco peregrinus,Peregrine Falcon,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonasa umbellus,Ruffed Grouse,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tympanuchus phasianellus,Sharp-tailed Grouse,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colinus virginianus,Northern Bobwhite,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coturnicops noveboracensis,Yellow Rail,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rallus elegans,King Rail,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rallus limicola,Virginia Rail,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porzana carolina,Sora,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gallinula chloropus,Common Moorhen,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fulica americana,American Coot,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,1,0,3,0
Charadrius semipalmatus,Semipalmated Plover,1,L,3,3,3,3,3,3,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,0,0,0
Charadrius vociferus,Killdeer,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tringa melanoleuca,Greater Yellowlegs,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0
Tringa flavipes,Lesser Yellowlegs,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0
Tringa solitaria,Solitary Sandpiper,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actitis macularius,Spotted Sandpiper,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Numenius phaeopus,Whimbrel,1,L,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
Calidris pusilla,Semipalmated Sandpiper,1,L,3,3,3,3,3,3,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,0,0,0
Calidris minutilla,Least Sandpiper,1,L,3,3,3,3,3,3,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,3,3,0
Calidris alpina,Dunlin,1,L,3,3,3,3,3,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calidris himantopus,Stilt Sandpiper,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tryngites subruficollis,Buff-breasted Sandpiper,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limnodromus griseus,Short-billed Dowitcher,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limnodromus scolopaceus,Long-billed Dowitcher,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gallinago delicata,Wilson's Snipe,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phalaropus tricolor,Wilson's Phalarope,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larus philadelphia,Bonaparte's Gull,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larus glaucoides,Iceland Gull,1,L,3,3,3,3,3,3,3,0,3,3,3,3,0,0,0,0,2,0,0,0,0,0,0,2,3,2,2,1,0,0,0
Larus hyperboreus,Glaucous Gull,1,L,3,3,3,3,3,3,3,0,3,3,3,3,0,0,0,0,2,0,0,0,0,0,0,2,3,2,2,1,0,0,0
Sterna hirundo,Common Tern,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,2,0,0,0
Sterna forsteri,Forster's Tern,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
Chlidonias niger,Black Tern,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,3,0,0
Columba livia,Rock Dove,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coccyzus erythropthalmus,Black-billed Cuckoo,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coccyzus americanus,Yellow-billed Cuckoo,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyto alba,Barn Owl,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megascops asio,Eastern Screech-Owl,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bubo virginianus,Great Horned Owl,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bubo scandiacus,Snowy Owl,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surnia ulula,Northern Hawk Owl,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calidris fuscicollis,White-rumped Sandpiper,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calidris melanotos,Pectoral Sandpiper,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calidris alpina,Dunlin,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calidris himantopus,Stilt Sandpiper,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tryngites subruficollis,Buff-breasted Sandpiper,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limnodromus griseus,Short-billed Dowitcher,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limnodromus scolopaceus,Long-billed Dowitcher,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gallinago delicata,Wilson's Snipe,1,R,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0,3,0,2,0,1,2,0,2,2,0
Phalaropus tricolor,Wilson's Phalarope,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Larus philadelphia,Bonaparte's Gull,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larus delawarensis,Ring-billed Gull,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Larus argentatus,Herring Gull,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Larus glaucoides,Iceland Gull,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larus hyperboreus,Glaucous Gull,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larus marinus,Great Black-backed Gull,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sterna hirundo,Common Tern,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
Sterna forsteri,Forster's Tern,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Chlidonias niger,Black Tern,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0
Columba livia,Rock Dove,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coccyzus erythropthalmus,Black-billed Cuckoo,1,R,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,2,2,2,0,2,0,0,0,0,0,3,2,0
Coccyzus americanus,Yellow-billed Cuckoo,1,R,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,2,2,2,0,2,0,0,0,2,0,3,2,0
Tyto alba,Barn Owl,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megascops asio,Eastern Screech-Owl,1,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,1,3,3,0,1,0,0,0,0,0,0,1,0
Bubo scandiacus,Snowy Owl,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surnia ulula,Northern Hawk Owl,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strix varia,Barred Owl,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,3,1,0
Strix nebulosa,Great Gray Owl,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asio otus,Long-eared Owl,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,2,0,0
Aegolius funereus,Boreal Owl,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aegolius acadicus,Northern Saw-whet Owl,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,2,2,0
Caprimulgus vociferus,Whip-poor-will,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,3,0,0,3,0,0,0,0,0,0,0,0
Chaetura pelagica,Chimney Swift,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,2,0,0,0,0,0,0,3,0
Melanerpes carolinus,Red-bellied Woodpecker,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0,0,1,0,0,0,0,0,0,1,0
Picoides arcticus,Black-backed Woodpecker,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0
Dryocopus pileatus,Pileated Woodpecker,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,3,1,0
Contopus cooperi,Olive-sided Flycatcher,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,2,2,0
Contopus virens,Eastern Wood-Pewee,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,2,0
Empidonax flaviventris,Yellow-bellied Flycatcher,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,0
Empidonax virescens,Acadian Flycatcher,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
