LATIN_NAM,COMMON_NAM,SP_TYPE,HAB_USE,CEREALS,WNTR_CRLS,OILSEED,CORN,SOYBEANS,VEGETABLES,BERRIES,FRUIT_TREE,OTR_CRPS,SOD,PULSES,SUMMF,TAME,IMPAST,UNIMPAST,GRSSHRBWD,ANTHROP,WDLT_PLANT,WD_INTR,WD_NO_INT,SB_TREE,SB_GRS_HRB,RIP_WD,RIP_GRSHRB,RIP_AG,WTLD_W_MRG,WTLD_N_MAR,WTLD_OPWAT,WTLD_PEAT,WT_TS_SWMP,IDLE_LND
Sciurus niger,Eastern Fox Squirrel,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamiasciurus hudsonicus,Red Squirrel,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glaucomys volans,Southern Flying Squirrel,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glaucomys sabrinus,Northern Flying Squirrel,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castor canadensis,American Beaver,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peromyscus maniculatus,Deer Mouse,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peromyscus leucopus,White-footed Mouse,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clethrionomys gapperi,Southern red-backed Vole,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microtus pennsylvanicus,Meadow Vole,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microtus pinetorum,Woodland Vole,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ondatra zibethicus,Muskrat,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synaptomys cooperi,Southern Bog Lemming,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rattus norvegicus,Norway Rat,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mus musculus,House Mouse,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zapus hudsonius,Meadow Jumping Mouse,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Napaeozapus insignis,Woodland Jumping Mouse,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erethizon dorsatum,Common Porcupine,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canis latrans,Coyote,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canis lupus,Gray Wolf,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vulpes vulpes,Red Fox,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urocyon cinereoargenteus,Gray Fox,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ursus americanus,Black Bear,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Procyon lotor,Common Raccoon,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martes americana,American Marten,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martes pennanti,Fisher,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mustela erminea,Short-tailed Weasel,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mustela nivalis,Least Weasel,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mustela frenata,Long-tailed Weasel,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mustela vison,Mink,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taxidea taxus,American Badger,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mephitis mephitis,Striped Skunk,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lontra canadensis,Northern River Otter,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynx rufus,Bobcat,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odocoileus virginianus,White-tailed Deer,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alces alces,Moose,2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelydra serpentina,Snapping Turtle,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sternotherus odoratus,Common Musk Turtle,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrysemys picta,Painted Turtle,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clemmys guttata,Spotted Turtle,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glyptemys insculpta,Wood Turtle,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emydoidea blandingii,Blandings Turtle,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graptemys geographica,Common Map Turtle,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apalone spinifera,Spiny Softshell,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eumeces fasciatus,Five-lined Skink,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coluber constrictor,Blue Racer,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diadophis punctatus,Ring-necked Snake,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elaphe alleghaniensis,Eastern Ratsnake,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elaphe gloydi,Eastern Foxsnake,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heterodon platirhinos,Eastern Hog-nosed Snake,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lampropeltis triangulum,Milksnake,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nerodia sipedon,Northern Water Snake,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regina septemvittata,Queen Snake,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storeria dekayi,Dekay's Brownsnake,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storeria occipitomaculata,Red-bellied Snake,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thamnophis butleri,Butler's Gartersnake,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thamnophis sauritus,Eastern Ribbonsnake,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thamnophis sirtalis,Common Gartersnake,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opheodrys vernalis,Smooth Green Snake,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sistrurus catenatus,Massasauga,4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botaurus lentiginosus,American Bittern,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,2,3,1,2,0,1,2,3
Anas discors,Blue-winged Teal,1,S,3,3,3,3,3,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,3,3,3
Cathartes aura,Turkey Vulture,1,S,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,2,3,2,3,3,3,3,0,3,2,3
Pandion haliaetus,Osprey,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,2,2,2,1,1,1,3,3,3
Haliaeetus leucocephalus,Bald Eagle,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,3,0,1,2,2,2,2,2,3,2,3
Accipiter cooperii,Cooper's Hawk,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,2,2,2,2,2,0,2,3,3,3,0,0,3,2,3
Accipiter gentilis,Northern Goshawk,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,2,2,2,0,2,0,0,3,0,0,2,2,3
Buteo lineatus,Red-shouldered Hawk,1,S,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,2,2,2,3,0,2,3,0,2,3,0,2,2,3
Buteo platypterus,Broad-winged Hawk,1,S,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,2,2,2,3,3,2,3,3,2,3,0,2,2,3
Falco columbarius,Merlin,1,S,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,0,0,2,3,3
Falco peregrinus,Peregrine Falcon,1,S,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,2,2,2,3,3,3
Pluvialis squatarola,Black-bellied Plover,1,S,3,3,3,3,3,3,0,0,3,2,3,3,3,3,3,0,0,0,0,0,0,0,0,3,2,2,2,2,0,0,3
Pluvialis dominica,American Golden-Plover,1,S,3,3,3,3,3,3,0,0,3,2,3,3,3,3,3,0,0,0,0,0,0,0,0,3,3,2,2,2,0,0,3
Calidris fuscicollis,White-rumped Sandpiper,1,S,3,3,3,3,3,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,0,0,3
Calidris melanotos,Pectoral Sandpiper,1,S,3,3,3,3,3,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,3,3,3
Larus delawarensis,Ring-billed Gull,1,S,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,0,3,0,0,0,0,0,3,3,3,3,3,3,0,0,3
Larus argentatus,Herring Gull,1,S,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,0,3,0,0,0,0,0,3,2,2,2,2,2,0,0,3
Larus marinus,Great Black-backed Gull,1,S,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,0,3,0,0,0,0,0,0,3,3,2,2,2,0,0,3
Aegolius funereus,Boreal Owl,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,2,3,0,2,0,0,0,0,0,1,2,3
Caprimulgus vociferus,Whip-poor-will,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,2,3,0,3,0,0,0,0,0,3,3,3
Ceryle alcyon,Belted Kingfisher,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,3
Stelgidopteryx serripennis,Northern Rough-winged Swallow,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,2,2,0,0,0,0,0,2,3
Riparia riparia,Bank Swallow,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,2,2,0,0,0,0,0,2,3
Petrochelidon pyrrhonota,Cliff Swallow,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,2,3
Hirundo rustica,Barn Swallow,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,2,3
Troglodytes troglodytes,Winter Wren,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,2,3,0,2,0,0,2,0,0,2,2,3
Catharus minimus,Gray-cheeked Thrush,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,3,0,2,0,0,0,0,0,2,2,3
Dendroica pinus,Pine Warbler,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,2,2,2,3,0,2,0,0,0,0,0,3,3,3
Dendroica discolor,Prairie Warbler,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,2,2,2,3,0,2,0,0,0,0,0,3,3,3
Seiurus noveboracensis,Northern Waterthrush,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,3,0,2,3,0,2,3,0,2,2,3
Icterus spurius,Orchard Oriole,1,S,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,0,0,3
Icterus galbula,Baltimore Oriole,1,S,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,0,2,3
Branta canadensis,Canada Goose,1,S,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2,2,2,2,3,3,2
Anas acuta,Northern Pintail,1,S,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,3,2,2
Circus cyaneus,Northern Harrier,1,S,3,3,3,3,3,3,2,0,3,3,3,3,1,1,1,2,0,0,0,0,0,2,2,2,0,1,0,0,1,2,2
Accipiter striatus,Sharp-shinned Hawk,1,S,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,0,0,2,2,2
Buteo jamaicensis,Red-tailed Hawk,1,S,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,0,0,2,2,2
Falco sparverius,American Kestrel,1,S,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,0,2,2,3,2,2,0,2,0,0,2,2,2
Grus canadensis,Sandhill Crane,1,S,2,2,0,2,0,0,0,0,2,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2
Charadrius vociferus,Killdeer,1,S,3,3,3,3,3,3,2,0,0,2,0,2,0,2,2,0,2,0,0,0,0,0,0,2,2,2,2,2,0,0,2
Bartramia longicauda,Upland Sandpiper,1,S,3,3,3,3,3,3,3,0,3,3,3,3,3,1,1,2,0,0,0,0,0,0,0,3,0,3,3,0,2,0,2
Scolopax minor,American Woodcock,1,S,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,1,3,2,2,2,3,3,2,3,0,2,2,0,3,2,2
Zenaida macroura,Mourning Dove,1,S,2,2,2,2,2,3,3,2,3,3,2,2,3,2,2,2,2,3,0,3,2,2,2,2,2,0,0,0,0,3,2
Bubo scandiacus,Snowy Owl,1,S,3,3,3,3,3,3,3,0,3,3,3,2,2,2,2,3,3,0,0,0,2,2,0,2,2,2,2,2,3,3,2
Surnia ulula,Northern Hawk Owl,1,S,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,0,0,0,2,2,0,0,0,2,2,0,2,2,2
Strix nebulosa,Great Gray Owl,1,S,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,0,0,0,2,2,0,0,0,2,2,0,2,2,2
Asio otus,Long-eared Owl,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,2,3,0,2,2,0,3,3,0,2,2,2
Asio flammeus,Short-eared Owl,1,S,3,3,3,3,3,3,3,0,3,3,3,2,2,2,1,2,0,0,0,0,0,0,0,2,0,1,0,0,2,0,2
Chordeiles minor,Common Nighthawk,1,S,3,3,3,3,3,3,2,3,3,3,3,3,0,3,2,3,2,2,3,2,3,0,3,3,0,0,0,0,3,0,2
Archilochus colubris,Ruby-throated Hummingbird,1,S,0,0,3,0,3,0,2,2,3,0,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,0,2,2,2
Melanerpes erythrocephalus,Red-headed Woodpecker,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,0,2,2
Sphyrapicus varius,Yellow-bellied Sapsucker,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,3,2,2
Colaptes auratus,Northern Flicker,1,S,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,3,0,0,0,0,2,2,2
Empidonax traillii,Willow Flycatcher,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,0,0,2,0,0,0,2,2
Tyrannus tyrannus,Eastern Kingbird,1,S,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,0,0,2,2
Eremophila alpestris,Horned Lark,1,S,2,2,2,2,2,2,2,0,2,2,2,2,3,2,2,3,2,0,0,0,3,2,0,2,2,2,2,0,3,0,2
Tachycineta bicolor,Tree Swallow,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,0,2,0,0,0,0,0,2,2,2
Cyanocitta cristata,Blue Jay,1,S,3,3,0,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,3,2,2
Corvus brachyrhynchos,American Crow,1,S,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,2,2
Poecile atricapillus,Black-capped Chickadee,1,S,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,2,0,0,2,2,2
Sitta canadensis,Red-breasted Nuthatch,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,1,0,0,0,0,0,2,1,2
Troglodytes aedon,House Wren,1,S,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,3,3,0,3,2,2
Cistothorus platensis,Sedge Wren,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,2,3,2
Regulus satrapa,Golden-crowned Kinglet,1,S,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,3,0,2,2,2,2
Sialia sialis,Eastern Bluebird,1,S,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,2,2,2,0,2,2,0,2,2,0,0,3,0,2,2,2
Catharus fuscescens,Veery,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,3,0,2,0,0,0,0,0,2,2,2
Catharus ustulatus,Swainson's Thrush,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Catharus guttatus,Hermit Thrush,1,S,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Hylocichla mustelina,Wood Thrush,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,2,2,2,3,0,1,0,0,0,0,0,0,2,2
Turdus migratorius,American Robin,1,S,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,2,2,2
Dumetella carolinensis,Gray Catbird,1,S,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,3,2,2
Mimus polyglottos,Northern Mockingbird,1,S,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,2,0,2,2,0,2,0,0,0,0,0,3,2,2
Toxostoma rufum,Brown Thrasher,1,S,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,3,2,2,2,2,0,2,0,0,0,0,0,3,2,2
Bombycilla garrulus,Bohemian Waxwing,1,S,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,2,2
Bombycilla cedrorum,Cedar Waxwing,1,S,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,3,3,2,2,0,2,0,0,2,0,0,2,2,2
Lanius excubitor,Northern Shrike,1,S,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,2
Lanius ludovicianus,Loggerhead Shrike,1,S,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,2,2,0,0,0,2
Sturnus vulgaris,European Starling,1,S,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,0,0,0,0,0,2
Vireo griseus,White-eyed Vireo,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,2,0,0,0,0,0,0,2,2
Vireo solitarius,Blue-headed Vireo,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Vireo gilvus,Warbling Vireo,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,3,2,2
Vireo philadelphicus,Philadelphia Vireo,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,2,2,2,3,0,2,0,0,0,0,0,2,2,2
Vireo olivaceus,Red-eyed Vireo,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Vermivora pinus,Blue-winged Warbler,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,2,0,2,0,0,0,0,0,0,2,2
Vermivora chrysoptera,Golden-winged Warbler,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,2,0,2,0,0,0,0,0,3,2,2
Vermivora peregrina,Tennessee Warbler,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Vermivora celata,Orange-crowned Warbler,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Vermivora ruficapilla,Nashville Warbler,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Dendroica petechia,Yellow Warbler,1,S,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,2,2,2,2,3,2,3,0,3,3,0,2,2,2
Dendroica pensylvanica,Chestnut-sided Warbler,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Dendroica magnolia,Magnolia Warbler,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Dendroica tigrina,Cape May Warbler,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Dendroica caerulescens,Black-throated Blue Warbler,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Dendroica coronata,Yellow-rumped Warbler,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Dendroica virens,Black-throated Green Warbler,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,3,2,2
Dendroica fusca,Blackburnian Warbler,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,3,2,2
Dendroica palmarum,Palm Warbler,1,S,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,3,0,0,2,2,2
Dendroica castanea,Bay-breasted Warbler,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Dendroica striata,Blackpoll Warbler,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Mniotilta varia,Black-and-White Warbler,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Setophaga ruticilla,American Redstart,1,S,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Seiurus aurocapilla,Ovenbird,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,3,0,2,0,0,0,0,0,2,2,2
